ye,ma,co,zcode,brd,type,brand,model,org,loc,cla,home,frm,qu,cy,hp,we,pl,do,le,wi,he,li1,li2,li3,li,sp,ac,pr,princ,eurpr,exppr,avexr,avdexr,avcpr,avppr,avdcpr,avdppr,xexr,tax,pop,ngdp,rgdp,engdp,ergdp,engdpc,ergdpc
91,"Belgium",224,229,"RoverTriumph","rover 800","rover","800","UK","UK","standard",0,"Rover",256,1994,103,1355,5,4,481,173,140,6.6,8.2,10.5,8.433333,203,9.8,864100,1.255473,18365.33,1103688,.7829209,47.05061,105.854,105.4092,103.2085,98.95197,60.09625,.25,9980000,6.87e+12,6.66e+12,1.46e+11,1.42e+11,14628.22,14181.63
92,"Belgium",224,229,"RoverTriumph","rover 800","rover","800","UK","UK","standard",0,"Rover",538,1994,103,1335,5,4,488,173,139.5,5.9,7.3,11.5,8.233334,201,10.2,736120,1.023435,16381.66,898162.7,.8195843,44.93563,109.8051,108.6764,105.7164,97.17374,54.82735,.195,1.01e+07,7.23e+12,6.76e+12,1.61e+11,1.50e+11,16006.53,14965.8
93,"Belgium",224,229,"RoverTriumph","rover 800","rover","800","UK","UK","standard",0,"Rover",741,1994,100,1335,5,4,488,173,139,5.9,7.3,11.5,8.233334,201,10.2,919900,1.252173,18929.98,987488.7,.931555,48.59486,111.523,112.9688,108.6278,94.70903,52.16532,.195,1.01e+07,7.41e+12,6.66e+12,1.52e+11,1.37e+11,15117.71,13595.77
94,"Belgium",224,229,"RoverTriumph","rover 800","rover","800","UK","UK","standard",0,"BMW",747,1994,100,1335,5,4,488,173,139,6.3,7.5,13.4,9.066667,202,10.2,963000,1.250714,20338.53,1025389,.9391556,47.34855,114.2848,115.8276,111.2108,96.2226,50.41608,.205,1.01e+07,7.77e+12,6.83e+12,1.64e+11,1.44e+11,16261.54,14298.37
95,"Belgium",224,229,"RoverTriumph","rover 800","rover","800","UK","UK","standard",0,"BMW",487,1994,100,1340,5,4,488,173,139,5.9,7.3,11.5,8.233334,201,10.2,970000,1.219097,21977.22,1004138,.9660026,44.1366,118.183,120.6534,112.842,99.3076,45.68995,.205,1.01e+07,8.07e+12,6.99e+12,1.83e+11,1.58e+11,18027.46,15620.1
96,"Belgium",224,229,"RoverTriumph","rover 800","rover","800","UK","UK","standard",0,"BMW",254,1994,100,1340,5,4,488,173,139,5.9,7.3,11.5,8.233334,201,10.2,960000,1.174411,21239.41,1049686,.9145593,45.19899,121.077,123.8623,115.1654,101.3174,49.4216,.21,1.02e+07,8.31e+12,7.08e+12,1.84e+11,1.57e+11,18085.16,15419.35
97,"Belgium",224,229,"RoverTriumph","rover 800","rover","800","UK","UK","standard",0,"BMW",189,1994,100,1330,5,4,488,173,139,5.9,7.3,11.5,8.233334,201,10.2,1040000,1.221555,21029.81,1242566,.8369777,49.4536,124.8695,125.2459,117.0396,105.1385,59.08592,.21,1.02e+07,8.68e+12,7.33e+12,1.75e+11,1.48e+11,17215.61,14554.04
98,"Belgium",224,229,"RoverTriumph","rover 800","rover","800","UK","UK","standard",0,"BMW",137,1994,100,1330,5,4,488,173,139,5.9,7.3,11.5,8.233334,201,10.2,970000,1.090501,19697.76,1193411,.8127962,49.24417,129.1267,125.8106,118.1642,103.1502,60.58612,.21,1.02e+07,9.06e+12,8.03e+12,1.84e+11,1.63e+11,18063.04,16005.3
88,"Belgium",225,233,"RoverTriumph","rover sterling","rover","sterling","UK","UK","standard",0,"Rover",119,2494,127,1360,5,4,469.5,173,140,7.1,8.8,12.6,9.5,214,7.8,1045000,1.81835,20975.89,1386852,.7535051,49.8191,84.73737,89.83997,93.75102,94.78403,66.11649,.25,9900000,5.69e+12,6.14e+12,1.14e+11,1.23e+11,11535.67,12451.31
80,"Belgium",226,229,"RoverTriumph","rover(2000,2300)","rover","2000","UK","UK","standard",0,"Rover",610,2597,101,1350,5,5,470,177,138,7.4,9.4,15.3,10.7,191,11.3,414750,1.16443,10735.6,746481.3,.5556067,38.63315,53.00297,57.4179,64.11697,72.71461,69.53327,.25,9850000,3.51e+12,5.45e+12,9.08e+10,1.41e+11,9219.613,14312.16
81,"Belgium",226,229,"RoverTriumph","rover(2000,2300)","rover","2000","UK","UK","standard",0,"Rover",602,2350,92,1320,5,5,470,177,138,8.6,10.3,16.1,11.66667,180,,362500,.9768618,8253.051,607861.4,.5963531,43.92315,59.29964,63.55226,69.00799,82.94663,73.65294,.25,9850000,3.66e+12,5.38e+12,8.32e+10,1.22e+11,8448.534,12431.26
82,"Belgium",226,229,"RoverTriumph","rover(2000,2300)","rover","2000","UK","UK","standard",0,"Rover",745,1994,74.5,1270,5,5,470,177,135,6.6,8.6,11.8,9,167,13,424937.5,1.058827,8239.344,661424.3,.6424583,51.57419,64.39379,68.99483,75.02952,94.11159,80.27632,.25,9860000,3.96e+12,5.45e+12,7.67e+10,1.06e+11,7781.578,10725.6
83,"Belgium",226,229,"RoverTriumph","rover(2000,2300)","rover","2000","UK","UK","standard",0,"Rover",573,1994,74.5,1270,5,5,470,177,135,6.6,8.6,11.8,9,167,13,437375,1.029535,7906.475,612627.8,.7139327,55.31859,67.36042,73.46224,80.77931,100.4301,77.48432,.25,9860000,4.19e+12,5.45e+12,7.57e+10,9.86e+10,7679.653,9998.877
84,"Belgium",226,229,"RoverTriumph","rover(2000,2300)","rover","2000","UK","UK","standard",0,"Rover",686,1994,74.5,1270,5,5,470,177,135,6.6,8.6,11.8,9,167,13,479063,1.046749,8048.854,608704,.7870213,59.5194,70.69706,77.86298,85.90679,108.033,75.62617,.25,9860000,4.51e+12,5.59e+12,7.58e+10,9.39e+10,7689.38,9522.693
85,"Belgium",226,229,"RoverTriumph","rover(2000,2300)","rover","2000","UK","UK","standard",0,"Rover",956,1993,74,1270,5,5,470,177,135,6.6,8.6,11.8,9,167,13,484150,.9874481,8215.994,627770.7,.7712211,58.92774,74.98514,82.66377,90.08846,110.8499,76.40836,.25,9860000,4.83e+12,5.64e+12,8.20e+10,9.58e+10,8320.432,9715.203
86,"Belgium",226,229,"RoverTriumph","rover(2000,2300)","rover","2000","UK","UK","standard",0,"Rover",312,2350,88,1350,5,5,470,177,135,6.9,9.1,14.9,10.3,187,11.3,608950,1.180799,11751.14,760649.4,.8005659,51.82051,77.55534,83.78896,91.25555,98.11595,64.72986,.25,9860000,5.08e+12,5.73e+12,9.81e+10,1.11e+11,9951.85,11212.44
82,"Belgium",228,234,"RoverTriumph","rover acclaim=triumph","rover","acclaim","UK","UK","compact",0,"Rover",981,1335,51.5,810,5,4,409.5,160,134,5.8,8.3,8.6,7.566667,154,,262187.5,.6532988,5083.696,408100.4,.6424583,51.57419,64.39379,68.99483,75.02952,94.11159,80.27632,.25,9860000,3.96e+12,5.45e+12,7.67e+10,1.06e+11,7781.578,10725.6
83,"Belgium",228,234,"RoverTriumph","rover acclaim=triumph","rover","acclaim","UK","UK","compact",0,"Rover",664,1335,51.5,810,5,4,409.5,160,134,5.8,8.3,8.6,7.566667,154,,272675,.6418486,4929.175,381933.8,.7139327,55.31859,67.36042,73.46224,80.77931,100.4301,77.48432,.25,9860000,4.19e+12,5.45e+12,7.57e+10,9.86e+10,7679.653,9998.877
84,"Belgium",228,234,"RoverTriumph","rover acclaim=triumph","rover","acclaim","UK","UK","compact",0,"Rover",278,1335,51,810,5,4,410,160,134,5.8,8.3,8.6,7.566667,154,,297750,.6505818,5002.57,378325.2,.7870213,59.5194,70.69706,77.86298,85.90679,108.033,75.62617,.25,9860000,4.51e+12,5.59e+12,7.58e+10,9.39e+10,7689.38,9522.693
74,"Belgium",229,240,"Rover","rover allegro","rover","allegro","UK","UK","compact",0,"Rover",1957,1098,36,800,5,2,385,161.5,140,7.4,7.4,7.4,7.4,126,22,107375,.5017235,2338.797,210655.2,.5097193,45.91035,21.81037,23.83731,41.77802,,90.06988,.25,9770000,2.09e+12,4.75e+12,4.55e+10,1.04e+11,4661.525,10599.39
75,"Belgium",229,240,"Rover","rover allegro","rover","allegro","UK","UK","compact",0,"Rover",4284,1098,36,800,5,2,385,161.5,140,7.4,7.4,7.4,7.4,126,22,116625,.4936054,2596.541,209253.4,.5573386,44.91553,27.09613,29.33822,47.11232,,80.58931,.25,9790000,2.31e+12,4.68e+12,5.15e+10,1.04e+11,5260.356,10648.32
76,"Belgium",229,240,"Rover","rover allegro","rover","allegro","UK","UK","compact",0,"Rover",5038,1098,33,800,5,2,385,161.5,140,7.4,7.4,7.4,7.4,126,22,127250,.4741425,2892.445,194330.4,.6548125,43.99392,31.57582,34.18069,51.4294,,67.18552,.25,9810000,2.63e+12,4.95e+12,5.98e+10,1.12e+11,6100.37,11465.54
77,"Belgium",229,240,"Rover","rover allegro","rover","allegro","UK","UK","compact",0,"Rover",3621,1098,32,800,5,2,385,161.5,139,7.4,7.4,7.4,7.4,126,22,131125,.452314,3158.81,197539.5,.6637912,41.51089,36.59068,40.64844,55.08411,,62.53606,.25,9820000,2.85e+12,4.98e+12,6.86e+10,1.20e+11,6983.666,12209.1
78,"Belgium",229,240,"Rover","rover allegro","rover","allegro","UK","UK","compact",0,"Rover",3119,1098,32,830,5,4,385,161.5,139,7.4,7.4,7.4,7.4,126,22,132625,.4263814,3397.757,202288.7,.6556224,39.03311,39.59696,44.31572,57.54669,,59.53596,.25,9830000,3.06e+12,5.12e+12,7.83e+10,1.31e+11,7968.82,13340.87
80,"Belgium",229,240,"RoverTriumph","rover allegro","rover","allegro","UK","UK","compact",0,"Rover",880,1098,33,800,5,2,391,161.5,139.5,6.9,9,8.9,8.266666,126,22,159750,.4485057,4135.05,287523.5,.5556067,38.63315,53.00297,57.4179,64.11697,72.71461,69.53327,.25,9850000,3.51e+12,5.45e+12,9.08e+10,1.41e+11,9219.613,14312.16
81,"Belgium",229,240,"RoverTriumph","rover allegro","rover","allegro","UK","UK","compact",0,"Rover",195,1275,40,840,5,2,385,161.5,139.5,6.1,8.4,8.9,7.8,140,17,199937.5,.5387898,4551.984,335267,.5963531,43.92315,59.29964,63.55226,69.00799,82.94663,73.65294,.25,9850000,3.66e+12,5.38e+12,8.32e+10,1.22e+11,8448.534,12431.26
81,"Belgium",230,237,"RoverTriumph","rover ital","rover","ital","UK","UK","compact",0,"Rover",146,1257,45,940,5,4,434.5,164,142,6.3,8.3,8.9,7.833333,138,17.5,216750,.584096,4934.755,363459.2,.5963531,43.92315,59.29964,63.55226,69.00799,82.94663,73.65294,.25,9850000,3.66e+12,5.38e+12,8.32e+10,1.22e+11,8448.534,12431.26
76,"Belgium",231,232,"Princess","rover princess","rover","princess","UK","UK","intermediate",0,"Rover",941,1798,60,1160,5,4,445.5,174.5,139,10.9,10.9,10.9,10.9,158,15.5,202750,.7554609,4608.591,309630.6,.6548125,43.99392,31.57582,34.18069,51.4294,,67.18552,.25,9810000,2.63e+12,4.95e+12,5.98e+10,1.12e+11,6100.37,11465.54
77,"Belgium",231,232,"Princess","rover princess","rover","princess","UK","UK","intermediate",0,"Rover",793,1801,60,1160,5,4,445.5,173,141,10.9,10.9,10.9,10.9,158,15.5,224875,.7757034,5417.253,338773.7,.6637912,41.51089,36.59068,40.64844,55.08411,,62.53606,.25,9820000,2.85e+12,4.98e+12,6.86e+10,1.20e+11,6983.666,12209.1
78,"Belgium",231,232,"Rover","rover princess","rover","princess","UK","UK","intermediate",0,"Rover",537,1798,60,1160,5,4,445.5,173,141,10.9,10.9,10.9,10.9,158,15.5,226375,.727782,5799.564,345282.6,.6556224,39.03311,39.59696,44.31572,57.54669,,59.53596,.25,9830000,3.06e+12,5.12e+12,7.83e+10,1.31e+11,7968.82,13340.87
79,"Belgium",231,232,"Princess","rover princess","rover","princess","UK","UK","intermediate",0,"Rover",444,1700,65,1140,5,4,445.5,173,141,7.4,9.9,9.5,8.933333,160,18,234687.5,.7073621,6244.27,389622.3,.6023462,37.58446,44.92897,49.52492,60.1185,,62.39678,.25,9840000,3.26e+12,5.23e+12,8.69e+10,1.39e+11,8827.543,14140.05
81,"Belgium",231,232,"RoverTriumph","rover princess","rover","princess","UK","UK","intermediate",0,"Rover",72,2000,69.4,1145,5,4,445.5,173,141,8.3,10.5,12.8,10.53333,168,12,274937.5,.7408991,6259.512,461031.4,.5963531,43.92315,59.29964,63.55226,69.00799,82.94663,73.65294,.25,9850000,3.66e+12,5.38e+12,8.32e+10,1.22e+11,8448.534,12431.26
73,"Belgium",232,239,"Rover","rover/austin maxi","rover","maxi","UK","UK","compact",0,"Rover",115,1465,49.5,979,5,5,400,163,140,9,10,11,10,148,17.3,138625,.7575646,2977.979,281016.3,.4932987,46.55003,18.81775,19.48658,37.07739,,94.3648,.25,9740000,1.78e+12,4.56e+12,3.83e+10,9.80e+10,3930.989,10057.69
74,"Belgium",232,239,"Rover","rover/austin maxi","rover","maxi","UK","UK","compact",0,"Rover",183,1748,53,979,5,5,400,163,140,9,10,11,10,148,17.3,149875,.7003103,3264.514,294034.4,.5097193,45.91035,21.81037,23.83731,41.77802,,90.06988,.25,9770000,2.09e+12,4.75e+12,4.55e+10,1.04e+11,4661.525,10599.39
75,"Belgium",232,239,"Rover","rover/austin maxi","rover","maxi","UK","UK","compact",0,"Rover",137,1748,53,995,5,5,402,163,140.5,10,11.5,13,11.5,145,15.5,167500,.7089296,3729.222,300535.4,.5573386,44.91553,27.09613,29.33822,47.11232,,80.58931,.25,9790000,2.31e+12,4.68e+12,5.15e+10,1.04e+11,5260.356,10648.32
76,"Belgium",232,239,"Rover","rover/austin maxi","rover","maxi","UK","UK","compact",0,"Rover",179,1748,53,995,5,5,402,163,140.5,10,11.5,13,11.5,145,15.5,178750,.6660352,4063.061,272978.9,.6548125,43.99392,31.57582,34.18069,51.4294,,67.18552,.25,9810000,2.63e+12,4.95e+12,5.98e+10,1.12e+11,6100.37,11465.54
77,"Belgium",232,239,"Rover","rover/austin maxi","rover","maxi","UK","UK","compact",0,"Rover",185,1748,53,995,5,5,402,163,140.5,10,11.5,13,11.5,145,15.5,193125,.6661822,4652.394,290942.4,.6637912,41.51089,36.59068,40.64844,55.08411,,62.53606,.25,9820000,2.85e+12,4.98e+12,6.86e+10,1.20e+11,6983.666,12209.1
78,"Belgium",232,239,"Rover","rover/austin maxi","rover","maxi","UK","UK","compact",0,"Rover",146,1748,53,980,5,5,402,163,140.5,9,10.5,12,10.5,140,17.3,198375,.6377637,5082.224,302575.1,.6556224,39.03311,39.59696,44.31572,57.54669,,59.53596,.25,9830000,3.06e+12,5.12e+12,7.83e+10,1.31e+11,7968.82,13340.87
73,"Belgium",234,238,"Rover","rover/morris marina","rover","marina","UK","UK","compact",0,"Rover",1439,1275,42,880,5,4,422,164,142.5,8,9.5,11,9.5,132,17.5,118375,.6469014,2542.963,239966.2,.4932987,46.55003,18.81775,19.48658,37.07739,,94.3648,.25,9740000,1.78e+12,4.56e+12,3.83e+10,9.80e+10,3930.989,10057.69
74,"Belgium",234,238,"Rover","rover/morris marina","rover","marina","UK","UK","compact",0,"Rover",507,1275,42,880,5,4,422,164,142.5,8,9.5,11,9.5,132,17.5,123000,.5747334,2679.134,241309.3,.5097193,45.91035,21.81037,23.83731,41.77802,,90.06988,.25,9770000,2.09e+12,4.75e+12,4.55e+10,1.04e+11,4661.525,10599.39
75,"Belgium",234,238,"Rover","rover/morris marina","rover","marina","UK","UK","compact",0,"Rover",402,1275,42,865,5,2,429,165.5,142,8,9.5,11,9.5,138,17.5,134375,.5687308,2991.727,241101.2,.5573386,44.91553,27.09613,29.33822,47.11232,,80.58931,.25,9790000,2.31e+12,4.68e+12,5.15e+10,1.04e+11,5260.356,10648.32
76,"Belgium",234,238,"Rover","rover/morris marina","rover","marina","UK","UK","compact",0,"Rover",737,1275,44,865,4,2,429,165.5,142,8,9.5,11,9.5,138,17.5,147875,.5509927,3361.26,225828,.6548125,43.99392,31.57582,34.18069,51.4294,,67.18552,.25,9810000,2.63e+12,4.95e+12,5.98e+10,1.12e+11,6100.37,11465.54
77,"Belgium",234,238,"Rover","rover/morris marina","rover","marina","UK","UK","compact",0,"Rover",615,1275,42,880,5,4,429,165.5,142,8,9.5,11,9.5,138,17.5,157375,.5428631,3791.174,237085.1,.6637912,41.51089,36.59068,40.64844,55.08411,,62.53606,.25,9820000,2.85e+12,4.98e+12,6.86e+10,1.20e+11,6983.666,12209.1
78,"Belgium",234,238,"Rover","rover/morris marina","rover","marina","UK","UK","compact",0,"Rover",471,1275,42,880,5,4,429,165.5,142,8,9.5,11,9.5,138,17.5,157375,.5059512,4031.834,240039.1,.6556224,39.03311,39.59696,44.31572,57.54669,,59.53596,.25,9830000,3.06e+12,5.12e+12,7.83e+10,1.31e+11,7968.82,13340.87
79,"Belgium",234,238,"Rover","rover/morris marina","rover","marina","UK","UK","compact",0,"Rover",62410,1275,42.5,885,5,2,428,164,142,7,9.2,9,8.4,138,17.5,198437.5,.5981025,5279.775,329440.9,.6023462,37.58446,44.92897,49.52492,60.1185,,62.39678,.25,9840000,3.26e+12,5.23e+12,8.69e+10,1.39e+11,8827.543,14140.05
73,"Belgium",236,321,"Triumph","rover/triumph dolomite (sprint)","rover","dolomite","UK","UK","compact",0,"Rover",88,1854,67.5,965,5,4,411.5,158,137,10,12,14,12,161,12.5,167500,.9153621,3598.279,339550.8,.4932987,46.55003,18.81775,19.48658,37.07739,,94.3648,.25,9740000,1.78e+12,4.56e+12,3.83e+10,9.80e+10,3930.989,10057.69
75,"Belgium",236,321,"Triumph","rover/triumph dolomite (sprint)","rover","dolomite","UK","UK","compact",0,"Rover",245,1854,67,965,5,4,411.5,158,137,10,12,14,12,161,12.5,187812.5,.7949005,4181.46,336981,.5573386,44.91553,27.09613,29.33822,47.11232,,80.58931,.25,9790000,2.31e+12,4.68e+12,5.15e+10,1.04e+11,5260.356,10648.32
76,"Belgium",236,321,"Triumph","rover/triumph dolomite (sprint)","rover","dolomite","UK","UK","compact",0,"Rover",272,1854,67,965,5,4,411.5,158,137,10,12,14,12,161,12.5,208125,.7754885,4730.767,317839.1,.6548125,43.99392,31.57582,34.18069,51.4294,,67.18552,.25,9810000,2.63e+12,4.95e+12,5.98e+10,1.12e+11,6100.37,11465.54
78,"Belgium",236,321,"Triumph","rover/triumph dolomite (sprint)","rover","dolomite","UK","UK","compact",0,"Rover",177,1854,67,970,5,4,412.5,157,137,10,12,14,12,161,12.5,222375,.7149222,5697.087,339181.5,.6556224,39.03311,39.59696,44.31572,57.54669,,59.53596,.25,9830000,3.06e+12,5.12e+12,7.83e+10,1.31e+11,7968.82,13340.87
91,"Belgium",237,235,"RoverTriumph","rover 400","rover","400","UK","UK","compact",0,"Rover",238,1396,70,1020,5,4,437,168,140,5.3,6.7,8.7,6.9,170,11.9,525000,.7627859,11158.2,670565.8,.7829209,47.05061,105.854,105.4092,103.2085,98.95197,60.09625,.25,9980000,6.87e+12,6.66e+12,1.46e+11,1.42e+11,14628.22,14181.63
92,"Belgium",237,235,"RoverTriumph","rover 400","rover","400","UK","UK","compact",0,"Rover",294,1396,70,1020,5,4,437,168,140,5.3,6.7,8.7,6.9,170,11.9,525704,.7308919,11699.05,641427.6,.8195843,44.93563,109.8051,108.6764,105.7164,97.17374,54.82735,.195,1.01e+07,7.23e+12,6.76e+12,1.61e+11,1.50e+11,16006.53,14965.8
93,"Belgium",237,235,"RoverTriumph","rover 400","rover","400","UK","UK","compact",0,"Rover",387,1396,76,1020,5,4,436,168,140,5.5,7.3,8.9,7.233333,180,10.1,561850,.7647934,11561.92,603131.3,.931555,48.59486,111.523,112.9688,108.6278,94.70903,52.16532,.195,1.01e+07,7.41e+12,6.66e+12,1.52e+11,1.37e+11,15117.71,13595.77
94,"Belgium",237,235,"RoverTriumph","rover 400","rover","400","UK","UK","compact",0,"BMW",351,1396,76,1020,5,4,422,168,140,5.5,7.3,8.9,7.233333,180,10.1,605950,.7869886,12797.65,645207.3,.9391556,47.34855,114.2848,115.8276,111.2108,96.2226,50.41608,.205,1.01e+07,7.77e+12,6.83e+12,1.64e+11,1.44e+11,16261.54,14298.37
95,"Belgium",237,235,"RoverTriumph","rover 400","rover","400","UK","UK","compact",0,"BMW",462,1396,76,1020,5,4,437,168,140,5.5,7.3,8.8,7.2,180,10.1,615000,.7729329,13934.01,636644.3,.9660026,44.1366,118.183,120.6534,112.842,99.3076,45.68995,.205,1.01e+07,8.07e+12,6.99e+12,1.83e+11,1.58e+11,18027.46,15620.1
96,"Belgium",237,235,"RoverTriumph","rover 400","rover","400","UK","UK","compact",0,"BMW",1367,1396,76,1100,5,5,449,170,139,5.1,6.5,8.9,6.833333,185,11.8,590000,.7217733,13053.39,645119.4,.9145593,45.19899,121.077,123.8623,115.1654,101.3174,49.4216,.21,1.02e+07,8.31e+12,7.08e+12,1.84e+11,1.57e+11,18085.16,15419.35
97,"Belgium",237,235,"RoverTriumph","rover 400","rover","400","UK","UK","compact",0,"BMW",1221,1396,76,1120,5,5,449,170,139,5.1,6.5,8.9,6.833333,185,11.8,529900,.6224058,10715.09,633111.3,.8369777,49.4536,124.8695,125.2459,117.0396,105.1385,59.08592,.21,1.02e+07,8.68e+12,7.33e+12,1.75e+11,1.48e+11,17215.61,14554.04
98,"Belgium",237,235,"RoverTriumph","rover 400","rover","400","UK","UK","compact",0,"BMW",1017,1396,76,1120,5,5,449,170,139,5.1,6.5,8.9,6.833333,185,11.8,549900,.6182128,11166.8,676553.3,.8127962,49.24417,129.1267,125.8106,118.1642,103.1502,60.58612,.21,1.02e+07,9.06e+12,8.03e+12,1.84e+11,1.63e+11,18063.04,16005.3
99,"Belgium",237,235,"RoverTriumph","rover 400","rover","400","UK","UK","compact",0,"BMW",911,1396,76,1120,5,5,449,170,139,5.2,9.5,9.5,8.066667,185,11.8,549900,.5936182,10435.94,650240.2,.8456875,52.69289,131.1241,127.1386,119.4997,102.4192,62.30775,.21,1.02e+07,9.44e+12,,1.79e+11,,17580.23,
93,"Belgium",238,139,"RoverTriumph","rover 600","rover","600","UK","UK","standard",0,"Rover",200,1997,96,1270,5,4,464.5,171.5,138,6.9,8.3,11.1,8.766666,201,9.5,750000,1.020904,15433.73,805105.4,.931555,48.59486,111.523,112.9688,108.6278,94.70903,52.16532,.195,1.01e+07,7.41e+12,6.66e+12,1.52e+11,1.37e+11,15117.71,13595.77
94,"Belgium",238,139,"RoverTriumph","rover 600","rover","600","UK","UK","standard",0,"BMW",1683,1997,85,1255,5,4,464.5,171.5,138,6.5,8,10.2,8.233334,198,10.8,714000,.9273204,15079.66,760257.4,.9391556,47.34855,114.2848,115.8276,111.2108,96.2226,50.41608,.205,1.01e+07,7.77e+12,6.83e+12,1.64e+11,1.44e+11,16261.54,14298.37
95,"Belgium",238,139,"RoverTriumph","rover 600","rover","600","UK","UK","standard",0,"BMW",1836,1997,85,1275,5,4,465,172,138,6.5,8,10.2,8.233334,198,10.1,732950,.9211726,16606.4,758745.4,.9660026,44.1366,118.183,120.6534,112.842,99.3076,45.68995,.205,1.01e+07,8.07e+12,6.99e+12,1.83e+11,1.58e+11,18027.46,15620.1
96,"Belgium",238,139,"RoverTriumph","rover 600","rover","600","UK","UK","standard",0,"BMW",1450,1850,85,1255,5,4,465,172,138,6.5,8,10.2,8.233334,198,10.8,760000,.9297419,16814.54,831001.3,.9145593,45.19899,121.077,123.8623,115.1654,101.3174,49.4216,.21,1.02e+07,8.31e+12,7.08e+12,1.84e+11,1.57e+11,18085.16,15419.35
97,"Belgium",238,139,"RoverTriumph","rover 600","rover","600","UK","UK","standard",0,"BMW",733,1850,85,1255,5,4,465,172,138,6.5,8,10.2,8.233334,198,10.8,765000,.8985476,15469.04,914002.8,.8369777,49.4536,124.8695,125.2459,117.0396,105.1385,59.08592,.21,1.02e+07,8.68e+12,7.33e+12,1.75e+11,1.48e+11,17215.61,14554.04
98,"Belgium",238,139,"RoverTriumph","rover 600","rover","600","UK","UK","standard",0,"BMW",891,1850,85,1255,5,4,465,172,138,6.5,8,10.2,8.233334,198,10.8,749900,.8430583,15228.2,922617.4,.8127962,49.24417,129.1267,125.8106,118.1642,103.1502,60.58612,.21,1.02e+07,9.06e+12,8.03e+12,1.84e+11,1.63e+11,18063.04,16005.3
99,"Belgium",238,139,"RoverTriumph","rover 600","rover","600","UK","UK","standard",0,"BMW",441,1850,85,1255,5,4,465,172,138,6.5,8,10.2,8.233334,198,10.8,749900,.8095186,14231.52,886734.2,.8456875,52.69289,131.1241,127.1386,119.4997,102.4192,62.30775,.21,1.02e+07,9.44e+12,,1.79e+11,,17580.23,
80,"Belgium",239,244,"Saab","saab 900","saab","900","Sweden","Sweden","standard",0,"Saab",367,1985,79,1185,5,3,474,169,142,7.2,9.7,12.7,9.866667,169,13,386125,1.084064,9994.654,69842.56,5.528505,38.63315,48.12918,53.32206,64.11697,72.71461,6.987992,.25,9850000,3.51e+12,5.45e+12,9.08e+10,1.41e+11,9219.613,14312.16
81,"Belgium",239,244,"Saab","saab 900","saab","900","Sweden","Sweden","standard",0,"Saab",609,1985,73.5,1120,5,3,474,169,143,7,9.7,11.6,9.433333,160,14.5,361125,.9731565,8221.746,59238.04,6.096168,43.92315,53.95682,59.30483,69.00799,82.94663,7.205044,.25,9850000,3.66e+12,5.38e+12,8.32e+10,1.22e+11,8448.534,12431.26
82,"Belgium",239,244,"Saab","saab 900","saab","900","Sweden","Sweden","standard",0,"Saab",875,1985,73.5,1150,5,3,474,169,143,7.4,10,11.7,9.7,160,14.5,406375,1.012574,7879.425,57908.56,7.017529,51.57419,58.58524,66.91787,75.02952,94.11159,7.349339,.25,9860000,3.96e+12,5.45e+12,7.67e+10,1.06e+11,7781.578,10725.6
83,"Belgium",239,244,"Saab","saab 900","saab","900","Sweden","Sweden","standard",0,"Saab",782,1985,73.5,1145,5,3,474,169,143,7.4,10,11.7,9.7,160,14.5,422500,.9945211,7637.578,51355.53,8.226962,55.31859,63.80325,74.36173,80.77931,100.4301,6.72406,.25,9860000,4.19e+12,5.45e+12,7.57e+10,9.86e+10,7679.653,9998.877
84,"Belgium",239,244,"Saab","saab 900","saab","900","Sweden","Sweden","standard",0,"Saab",1145,1985,73.5,1145,5,3,474,169,143,7.4,10,11.7,9.7,160,14.5,463375,1.012471,7785.276,54454.82,8.509348,59.5194,68.92098,80.09843,85.90679,108.033,6.99459,.25,9860000,4.51e+12,5.59e+12,7.58e+10,9.39e+10,7689.38,9522.693
85,"Belgium",239,244,"Saab","saab 900","saab","900","Sweden","Sweden","standard",0,"Saab",946,1985,73.5,1145,5,3,474,169,143,7.4,10,11.7,9.7,160,14.5,491875,1.003204,8347.087,57009.53,8.627944,58.92774,73.99861,84.26638,90.08846,110.8499,6.829871,.25,9860000,4.83e+12,5.64e+12,8.20e+10,9.58e+10,8320.432,9715.203
86,"Belgium",239,244,"Saab","saab 900","saab","900","Sweden","Sweden","standard",0,"Saab",925,1985,73.5,1120,5,2,474,169,143,7.2,9.8,12,9.666667,165,14,504950,.9791357,9744.21,60414.58,8.358082,51.82051,77.13102,81.92863,91.25555,98.11595,6.200049,.25,9860000,5.08e+12,5.73e+12,9.81e+10,1.11e+11,9951.85,11212.44
87,"Belgium",239,244,"Saab","saab 900","saab","900","Sweden","Sweden","standard",0,"Saab",872,1985,73.5,1120,5,2,474,169,143,7.2,9.8,12,9.666667,165,14,519000,.9631169,10786.52,63228.19,8.208364,48.11562,80.38776,84.20486,92.6741,93.25135,5.86178,.25,9870000,5.32e+12,5.86e+12,1.11e+11,1.22e+11,11199.59,12348.46
88,"Belgium",239,244,"Saab","saab 900","saab","900","Sweden","Sweden","standard",0,"Saab",865,1985,73,1120,5,3,468,169,143,6.8,9.6,12.9,9.766666,165,14,670500,1.166702,13458.69,81425.13,8.234558,49.8191,85.04827,88.6804,93.75102,94.78403,6.050003,.25,9900000,5.69e+12,6.14e+12,1.14e+11,1.23e+11,11535.67,12451.31
