ye,ma,co,zcode,brd,type,brand,model,org,loc,cla,home,frm,qu,cy,hp,we,pl,do,le,wi,he,li1,li2,li3,li,sp,ac,pr,princ,eurpr,exppr,avexr,avdexr,avcpr,avppr,avdcpr,avdppr,xexr,tax,pop,ngdp,rgdp,engdp,ergdp,engdpc,ergdpc
92,"Germany",13,15,"Audi","audi 80/90","audi","80/90","Germany","Germany","intermediate",1,"VW",153255,1984,66,1190,5,4,449,169.5,141,6.2,7.5,10.5,8.066667,177,13.6,32600,.8540064,14930.71,14930.71,2.183419,2.183419,108.878,101.4419,108.878,101.4419,1,.14,8.06e+07,3.08e+12,2.81e+12,1.41e+12,1.29e+12,17483.14,15979.61
93,"Germany",13,15,"Audi","audi 80/90","audi","80/90","Germany","Germany","intermediate",1,"VW",116726,1984,66,1190,5,4,448,169.5,141,6.2,7.5,10.5,8.066667,177,13.6,35800,.9212977,15406.54,15406.54,2.323689,2.323689,113.7313,101.6003,113.7313,101.6003,1,.15,8.12e+07,3.15e+12,2.78e+12,1.36e+12,1.20e+12,16722.65,14727.65
94,"Germany",13,15,"Audi","audi 80/90","audi","80/90","Germany","Germany","intermediate",1,"VW",103098,1984,66,1190,5,4,448,169.5,141,6.8,8.4,10.8,8.666667,177,13.6,35800,.8777755,15555.82,15555.82,2.301389,2.301389,116.8401,102.2087,116.8401,102.2087,1,.15,8.14e+07,3.32e+12,2.86e+12,1.44e+12,1.24e+12,17721.87,15254.61
95,"Germany",13,15,"Audi","audi 80/90","audi","80/90","Germany","Germany","intermediate",1,"VW",20217,1984,66,1270,5,5,448,169.5,141,7,8.7,10.8,8.833333,172,14.1,40450,.9547771,18818.31,18818.31,2.149502,2.149502,118.9904,103.984,118.9904,103.984,1,.15,8.17e+07,3.46e+12,2.91e+12,1.61e+12,1.36e+12,19709.64,16599.38
70,"Germany",15,14,"Audi","audi 100/200","audi","100/200","Germany","Germany","standard",1,"VW",64557,1760,59,1050,5,4,459,173,142,8.9,8.9,8.9,8.9,156,13.5,9590,.8621486,2632.103,2632.103,3.643475,3.643475,47.08456,48.17054,47.08456,48.17054,1,.13,6.07e+07,6.75e+11,1.49e+12,1.85e+11,4.08e+11,3052.957,6725.179
71,"Germany",15,14,"Audi","audi 100/200","audi","100/200","Germany","Germany","standard",1,"VW",46390,1760,62.5,1050,5,4,459,173,142,8.9,8.9,8.9,8.9,160,13.5,10320,.8436316,2949.995,2949.995,3.498311,3.498311,49.55016,50.20954,49.55016,50.20954,1,.13,6.13e+07,7.50e+11,1.53e+12,2.14e+11,4.38e+11,3496.781,7142.958
72,"Germany",15,14,"Audi","audi 100/200","audi","100/200","Germany","Germany","standard",1,"VW",70236,1760,62.5,1050,5,4,459,173,142,8.9,8.9,8.9,8.9,160,13.5,10600,.7941759,3068.354,3068.354,3.454621,3.454621,52.27326,51.53933,52.27326,51.53933,1,.13,6.17e+07,8.23e+11,1.60e+12,2.38e+11,4.62e+11,3863.57,7498.641
73,"Germany",15,14,"Audi","audi 100/200","audi","100/200","Germany","Germany","standard",1,"VW",63046,1760,63,1075,5,2,460,173,141.5,8.9,8.9,8.9,8.9,160,13.5,11050,.7465451,3529.132,3529.132,3.131081,3.131081,55.92981,54.96454,55.92981,54.96454,1,.13,6.20e+07,9.17e+11,1.67e+12,2.93e+11,5.35e+11,4727.286,8629.855
74,"Germany",15,14,"Audi","audi 100/200","audi","100/200","Germany","Germany","standard",1,"VW",43396,1749,63,1075,5,2,460,173,141.5,8.9,8.9,8.9,8.9,160,13.5,12275,.7739788,4016.355,4016.355,3.056254,3.056254,59.82455,62.32269,59.82455,62.32269,1,.13,6.20e+07,9.84e+11,1.68e+12,3.22e+11,5.50e+11,5189.23,8859.128
75,"Germany",15,14,"Audi","audi 100/200","audi","100/200","Germany","Germany","standard",1,"VW",60294,1577,63,1050,5,2,461,173,142,8.9,8.9,8.9,8.9,160,13.5,13495,.8127522,4496.332,4496.332,3.001335,3.001335,63.37811,65.21599,63.37811,65.21599,1,.13,6.18e+07,1.03e+12,1.66e+12,3.42e+11,5.53e+11,5532.229,8937.081
76,"Germany",15,14,"Audi","audi 100/200","audi","100/200","Germany","Germany","standard",1,"VW",48917,1577,63,1050,5,2,461,173,142,8.9,8.9,8.9,8.9,160,13.5,14295,.784726,4994.115,4994.115,2.862369,2.862369,66.10121,67.61767,66.10121,67.61767,1,.13,6.15e+07,1.12e+12,1.74e+12,3.91e+11,6.08e+11,6364.152,9882.88
77,"Germany",15,14,"Audi","audi 100/200","audi","100/200","Germany","Germany","standard",1,"VW",112285,1577,63,1110,5,4,468,177,139.5,8.9,8.9,8.9,8.9,160,13.4,14955,.7682127,5571.697,5571.697,2.684102,2.684102,68.54105,69.48743,68.54105,69.48743,1,.13,6.14e+07,1.20e+12,1.79e+12,4.45e+11,6.68e+11,7252.805,10876.9
78,"Germany",15,14,"Audi","audi 100/200","audi","100/200","Germany","Germany","standard",1,"VW",102597,1577,63,1110,5,4,468,177,139.5,8.9,8.9,8.9,8.9,160,13.4,15615,.7458655,6284.232,6284.232,2.484791,2.484791,70.38221,70.28529,70.38221,70.28529,1,.13,6.13e+07,1.28e+12,1.85e+12,5.17e+11,7.44e+11,8425.422,12127.26
79,"Germany",15,14,"Audi","audi 100/200","audi","100/200","Germany","Germany","standard",1,"VW",81564,1577,63,1110,5,4,468,177,139.5,8.9,8.9,8.9,8.9,160,13.4,16435,.7272878,7018.546,7018.546,2.341653,2.341653,73.27912,73.6541,73.27912,73.6541,1,.13,6.14e+07,1.39e+12,1.93e+12,5.93e+11,8.23e+11,9650.3,13387.35
80,"Germany",15,14,"Audi","audi 100/200","audi","100/200","Germany","Germany","standard",1,"VW",68395,1577,63,1110,5,4,468.5,177,139,7,9.2,12.6,9.6,160,13.4,17350,.725895,7203.697,7203.697,2.408485,2.408485,77.25112,79.22308,77.25112,79.22308,1,.13,6.15e+07,1.47e+12,1.95e+12,6.11e+11,8.08e+11,9923.883,13122.83
81,"Germany",15,14,"Audi","audi 100/200","audi","100/200","Germany","Germany","standard",1,"VW",41476,1577,63,1090,5,4,468.5,177,139,6.8,9.1,12.1,9.333334,160,13.4,18265,.7334549,6882.128,6882.128,2.653976,2.653976,82.13725,85.42876,82.13725,85.42876,1,.13,6.17e+07,1.54e+12,1.95e+12,5.79e+11,7.34e+11,9383.165,11902.3
82,"Germany",15,14,"Audi","audi 100/200","audi","100/200","Germany","Germany","standard",1,"VW",35418,1781,55,1080,5,4,479.5,181.5,142,5.7,7.1,9.8,7.533333,165,14.9,21600,.8384649,8070.315,8070.315,2.676475,2.676475,86.46332,90.44165,86.46332,90.44165,1,.13,6.16e+07,1.59e+12,1.93e+12,5.93e+11,7.20e+11,9625.107,11690.38
83,"Germany",15,14,"Audi","audi 100/200","audi","100/200","Germany","Germany","standard",1,"VW",84372,1781,55,1080,5,4,479.5,181.5,142,6.1,7.7,9.8,7.866667,165,14.9,22915,.8436942,8352.605,8352.605,2.743455,2.743455,89.29586,91.76338,89.29586,91.76338,1,.13,6.14e+07,1.67e+12,1.96e+12,6.08e+11,7.15e+11,9900.039,11645.04
84,"Germany",15,14,"Audi","audi 100/200","audi","100/200","Germany","Germany","standard",1,"VW",64134,1781,55,1080,5,4,479.5,181.5,142,5.7,7.1,9.8,7.533333,165,14.9,23950,.836799,8163.349,8163.349,2.933845,2.933845,91.44601,94.41489,91.44601,94.41489,1,.14,6.11e+07,1.75e+12,2.02e+12,5.96e+11,6.87e+11,9755.449,11242.38
85,"Germany",15,14,"Audi","audi 100/200","audi","100/200","Germany","Germany","standard",1,"VW",49433,1760,55,1080,5,4,479.5,181.5,142,5.7,7.1,9.8,7.533333,165,14.9,24910,.8316975,8550.245,8550.245,2.913367,2.913367,93.44167,96.71986,93.44167,96.71986,1,.14,6.10e+07,1.83e+12,2.06e+12,6.27e+11,7.08e+11,10280.48,11609.41
86,"Germany",15,14,"Audi","audi 100/200","audi","100/200","Germany","Germany","standard",1,"VW",57036,1781,55,1090,5,4,479,181.5,142,5.7,7.1,9.8,7.533333,165,14.9,25445,.8052282,10124.47,10124.47,2.513218,2.513218,93.20992,94.27789,93.20992,94.27789,1,.14,6.10e+07,1.93e+12,2.11e+12,7.67e+11,8.40e+11,12573.42,13762.07
87,"Germany",15,14,"Audi","audi 100/200","audi","100/200","Germany","Germany","standard",1,"VW",49146,1760,55,1090,5,4,479,181.5,142,5.4,6.8,7.9,6.7,165,14.9,26465,.811946,11437.76,11437.76,2.313828,2.313828,93.49317,91.93262,93.49317,91.93262,1,.14,6.11e+07,1.99e+12,2.14e+12,8.61e+11,9.25e+11,14086.84,15133.67
88,"Germany",15,14,"Audi","audi 100/200","audi","100/200","Germany","Germany","standard",1,"VW",48555,1781,66,1090,5,4,479.5,181.5,142,5.8,7.6,11,8.133333,176,12,30400,.8915901,12786.4,12786.4,2.377527,2.377527,94.57468,93.08511,94.57468,93.08511,1,.14,6.14e+07,2.09e+12,2.22e+12,8.81e+11,9.32e+11,14341.12,15175.16
89,"Germany",15,14,"Audi","audi 100/200","audi","100/200","Germany","Germany","standard",1,"VW",41219,1760,66,1160,5,4,479.5,181.5,142,5.9,7.6,10.9,8.133333,176,12.6,32470,.9052057,13667.93,13667.93,2.375635,2.375635,97.37433,96.02676,97.37433,96.02676,1,.14,6.20e+07,2.22e+12,2.30e+12,9.36e+11,9.67e+11,15099.25,15600.02
90,"Germany",15,14,"Audi","audi 100/200","audi","100/200","Germany","Germany","standard",1,"VW",41561,1800,66,1160,5,4,479.5,181.5,142,8.1,8.1,8.1,8.1,176,12.6,31230,.8128232,14324.79,14324.79,2.180137,2.180137,100,97.67892,100,97.67892,1,.14,6.32e+07,2.43e+12,2.43e+12,1.11e+12,1.11e+12,17623.5,17623.5
91,"Germany",15,14,"Audi","audi 100/200","audi","100/200","Germany","Germany","standard",1,"VW",83052,1984,74,1310,5,4,479,177.5,143,6.4,7.8,10.7,8.3,182,12.6,38700,1.084674,16941.74,16941.74,2.284298,2.284298,103.6362,100,103.6362,100,1,.14,8.00e+07,2.85e+12,2.75e+12,1.25e+12,1.20e+12,15619.2,15055.27
92,"Germany",15,14,"Audi","audi 100/200","audi","100/200","Germany","Germany","standard",1,"VW",69468,1984,74,1310,5,4,479,177.5,143,6.4,7.8,10.7,8.3,182,12.6,39900,1.045241,18274.09,18274.09,2.183419,2.183419,108.878,101.4419,108.878,101.4419,1,.14,8.06e+07,3.08e+12,2.81e+12,1.41e+12,1.29e+12,17483.14,15979.61
93,"Germany",15,14,"Audi","audi 100/200","audi","100/200","Germany","Germany","standard",1,"VW",49368,1984,74,1310,5,4,479,177.5,143,6.4,7.8,10.7,8.3,182,12.6,42800,1.10144,18418.99,18418.99,2.323689,2.323689,113.7313,101.6003,113.7313,101.6003,1,.15,8.12e+07,3.15e+12,2.78e+12,1.36e+12,1.20e+12,16722.65,14727.65
75,"Germany",18,17,"BMW","BMW 3 (316)","BMW","3","Germany","Germany","standard",1,"BMW",21159,1563,66,1010,5,2,435.5,161,138,9.9,9.9,9.9,9.9,160,13.8,13980,.8419619,4657.927,4657.927,3.001335,3.001335,63.37811,65.21599,63.37811,65.21599,1,.13,6.18e+07,1.03e+12,1.66e+12,3.42e+11,5.53e+11,5532.229,8937.081
76,"Germany",18,17,"BMW","BMW 3 (316)","BMW","3","Germany","Germany","standard",1,"BMW",64516,1563,66,1010,5,2,435.5,161,138,9.9,9.9,9.9,9.9,160,13.8,14580,.8003711,5093.683,5093.683,2.862369,2.862369,66.10121,67.61767,66.10121,67.61767,1,.13,6.15e+07,1.12e+12,1.74e+12,3.91e+11,6.08e+11,6364.152,9882.88
77,"Germany",18,17,"BMW","BMW 3 (316)","BMW","3","Germany","Germany","standard",1,"BMW",75863,1563,66,1020,5,2,435.5,161,138,9.9,9.9,9.9,9.9,160,13.8,14980,.769497,5581.011,5581.011,2.684102,2.684102,68.54105,69.48743,68.54105,69.48743,1,.13,6.14e+07,1.20e+12,1.79e+12,4.45e+11,6.68e+11,7252.805,10876.9
78,"Germany",18,17,"BMW","BMW 3 (316)","BMW","3","Germany","Germany","standard",1,"BMW",89786,1563,66,1020,5,2,435.5,161,138,9.9,9.9,9.9,9.9,160,13.8,15680,.7489703,6310.391,6310.391,2.484791,2.484791,70.38221,70.28529,70.38221,70.28529,1,.13,6.13e+07,1.28e+12,1.85e+12,5.17e+11,7.44e+11,8425.422,12127.26
79,"Germany",18,17,"BMW","BMW 3 (316)","BMW","3","Germany","Germany","standard",1,"BMW",89022,1563,66,1020,5,2,435.5,161,138,6.7,9.2,11.1,9,160,13.8,16250,.7191011,6939.542,6939.542,2.341653,2.341653,73.27912,73.6541,73.27912,73.6541,1,.13,6.14e+07,1.39e+12,1.93e+12,5.93e+11,8.23e+11,9650.3,13387.35
80,"Germany",18,17,"BMW","BMW 3","BMW","3","Germany","Germany","standard",1,"BMW",84836,1766,66,1030,5,2,435.5,161,138,7.2,9.7,11.9,9.599999,165,11.9,16950,.7091597,7037.618,7037.618,2.408485,2.408485,77.25112,79.22308,77.25112,79.22308,1,.13,6.15e+07,1.47e+12,1.95e+12,6.11e+11,8.08e+11,9923.883,13122.83
81,"Germany",18,17,"BMW","BMW 3","BMW","3","Germany","Germany","standard",1,"BMW",81948,1573,55,1010,5,2,435.5,161,138,6.8,9,10.5,8.766666,154,14.8,16200,.6505321,6104.05,6104.05,2.653976,2.653976,82.13725,85.42876,82.13725,85.42876,1,.13,6.17e+07,1.54e+12,1.95e+12,5.79e+11,7.34e+11,9383.165,11902.3
82,"Germany",18,17,"BMW","BMW 3","BMW","3","Germany","Germany","standard",1,"BMW",66978,1573,55,1010,5,2,435.5,161,138,6.8,9,10.5,8.766666,154,14.8,17150,.6657256,6407.681,6407.681,2.676475,2.676475,86.46332,90.44165,86.46332,90.44165,1,.13,6.16e+07,1.59e+12,1.93e+12,5.93e+11,7.20e+11,9625.107,11690.38
83,"Germany",18,17,"BMW","BMW 3","BMW","3","Germany","Germany","standard",1,"BMW",91886,1573,55,1010,5,2,435.5,161,138,6.8,9,10.5,8.766666,154,14.8,17900,.6590498,6524.619,6524.619,2.743455,2.743455,89.29586,91.76338,89.29586,91.76338,1,.13,6.14e+07,1.67e+12,1.96e+12,6.08e+11,7.15e+11,9900.039,11645.04
84,"Germany",18,17,"BMW","BMW 3","BMW","3","Germany","Germany","standard",1,"BMW",101692,1766,66,1000,5,2,432.5,164.5,138,6.3,8.4,9.8,8.166667,175,12.4,21400,.7477034,7294.183,7294.183,2.933845,2.933845,91.44601,94.41489,91.44601,94.41489,1,.14,6.11e+07,1.75e+12,2.02e+12,5.96e+11,6.87e+11,9755.449,11242.38
85,"Germany",18,17,"BMW","BMW 3","BMW","3","Germany","Germany","standard",1,"BMW",96929,1754,66,990,5,2,432.5,164.5,138,6.3,8.4,9.8,8.166667,175,12.4,21800,.7278605,7482.751,7482.751,2.913367,2.913367,93.44167,96.71986,93.44167,96.71986,1,.14,6.10e+07,1.83e+12,2.06e+12,6.27e+11,7.08e+11,10280.48,11609.41
86,"Germany",18,17,"BMW","BMW 3","BMW","3","Germany","Germany","standard",1,"BMW",108930,1766,66,1000,5,2,432.5,164.5,138,6.5,8.5,9.6,8.2,175,12.2,22950,.7262718,9131.72,9131.72,2.513218,2.513218,93.20992,94.27789,93.20992,94.27789,1,.14,6.10e+07,1.93e+12,2.11e+12,7.67e+11,8.40e+11,12573.42,13762.07
87,"Germany",18,17,"BMW","BMW 3","BMW","3","Germany","Germany","standard",1,"BMW",102187,1766,75,1020,5,2,432.5,164.5,138,6.6,8.5,10.7,8.6,184,11.8,25500,.7823398,11020.7,11020.7,2.313828,2.313828,93.49317,91.93262,93.49317,91.93262,1,.14,6.11e+07,1.99e+12,2.14e+12,8.61e+11,9.25e+11,14086.84,15133.67
88,"Germany",18,17,"BMW","BMW 3","BMW","3","Germany","Germany","standard",1,"BMW",93722,1596,75,1080,5,2,432.5,164.5,138,8.5,8.5,8.5,8.5,182,12.1,25950,.7610777,10914.7,10914.7,2.377527,2.377527,94.57468,93.08511,94.57468,93.08511,1,.14,6.14e+07,2.09e+12,2.22e+12,8.81e+11,9.32e+11,14341.12,15175.16
89,"Germany",18,17,"BMW","BMW 3","BMW","3","Germany","Germany","standard",1,"BMW",92872,1585,75,1065,5,2,432.5,164.5,138,6.7,8.6,10.3,8.533334,182,12.1,26750,.7457423,11260.15,11260.15,2.375635,2.375635,97.37433,96.02676,97.37433,96.02676,1,.14,6.20e+07,2.22e+12,2.30e+12,9.36e+11,9.67e+11,15099.25,15600.02
90,"Germany",18,17,"BMW","BMW 3","BMW","3","Germany","Germany","standard",1,"BMW",86210,1600,75,1080,5,2,432.5,164.5,138,8.5,8.5,8.5,8.5,182,12.1,28300,.7365642,12980.83,12980.83,2.180137,2.180137,100,97.67892,100,97.67892,1,.14,6.32e+07,2.43e+12,2.43e+12,1.11e+12,1.11e+12,17623.5,17623.5
91,"Germany",18,17,"BMW","BMW 3","BMW","3","Germany","Germany","standard",1,"BMW",118931,1596,73,1080,5,2,432.5,164.5,138,6.7,8.6,10.3,8.533334,182,12.1,32900,.9221132,14402.67,14402.67,2.284298,2.284298,103.6362,100,103.6362,100,1,.14,8.00e+07,2.85e+12,2.75e+12,1.25e+12,1.20e+12,15619.2,15055.27
92,"Germany",18,17,"BMW","BMW 3","BMW","3","Germany","Germany","standard",1,"BMW",148257,1596,73,1190,4,2,443.5,170,139.5,6.1,7.5,10.2,7.933333,191,13.1,34900,.9142584,15984.1,15984.1,2.183419,2.183419,108.878,101.4419,108.878,101.4419,1,.14,8.06e+07,3.08e+12,2.81e+12,1.41e+12,1.29e+12,17483.14,15979.61
93,"Germany",18,17,"BMW","BMW 3","BMW","3","Germany","Germany","standard",1,"BMW",127011,1596,75,1185,5,2,443.5,170,139.5,6.1,7.5,10.2,7.933333,191,13.1,36500,.9393119,15707.78,15707.78,2.323689,2.323689,113.7313,101.6003,113.7313,101.6003,1,.15,8.12e+07,3.15e+12,2.78e+12,1.36e+12,1.20e+12,16722.65,14727.65
94,"Germany",18,17,"BMW","BMW 3","BMW","3","Germany","Germany","standard",1,"BMW",137753,1596,75,1215,5,3,421,170,139.5,5.7,7.5,9.1,7.433333,188,12.3,33600,.823834,14599.88,14599.88,2.301389,2.301389,116.8401,102.2087,116.8401,102.2087,1,.15,8.14e+07,3.32e+12,2.86e+12,1.44e+12,1.24e+12,17721.87,15254.61
95,"Germany",18,17,"BMW","BMW 3","BMW","3","Germany","Germany","standard",1,"BMW",149217,1596,75,1190,5,3,421,170,139.5,5.7,7.5,9.1,7.433333,188,12.3,34500,.814334,16050.23,16050.23,2.149502,2.149502,118.9904,103.984,118.9904,103.984,1,.15,8.17e+07,3.46e+12,2.91e+12,1.61e+12,1.36e+12,19709.64,16599.38
96,"Germany",18,17,"BMW","BMW 3","BMW","3","Germany","Germany","standard",1,"BMW",122351,1596,75,1175,5,3,421,170,139,5.7,7.5,9.1,7.433333,188,12.3,34700,.8028051,15797.33,15797.33,2.196574,2.196574,120.7607,103.5506,120.7607,103.5506,1,.15,8.19e+07,3.54e+12,2.95e+12,1.61e+12,1.34e+12,19677.66,16411.44
97,"Germany",18,17,"BMW","BMW 3","BMW","3","Germany","Germany","standard",1,"BMW",107611,1596,75,1175,5,3,421,170,139,5.9,10.8,10.8,9.166667,188,12.3,35200,.7921761,14703.04,14703.04,2.394062,2.394062,122.8764,104.6674,122.8764,104.6674,1,.15,8.21e+07,3.65e+12,3.01e+12,1.52e+12,1.26e+12,18560.32,15324.9
98,"Germany",18,17,"BMW","BMW 3","BMW","3","Germany","Germany","standard",1,"BMW",123224,1596,75,1175,5,3,421,170,139,5.9,10.8,10.8,9.166667,188,12.3,36500,.7973499,15321.21,15321.21,2.382318,2.382318,124.0391,104.2551,124.0391,104.2551,1,.16,8.20e+07,3.75e+12,2.77e+12,1.58e+12,1.16e+12,19215.16,14183.12
99,"Germany",18,17,"BMW","BMW 3","BMW","3","Germany","Germany","standard",1,"BMW",143355,1895,77,1175,5,3,421,170,139,5.8,10.8,10.8,9.133333,190,11.9,36500,.7776608,14287.12,14287.12,2.554749,2.554749,124.8804,102.9788,124.8804,102.9788,1,.16,8.20e+07,3.85e+12,,1.51e+12,,18371.91,
72,"Germany",21,18,"BMW","BMW 5 (518)","BMW","5","Germany","Germany","luxury",1,"BMW",6971,1990,84.5,1160,5,4,462,170,141.5,7,9.5,11.1,9.2,164,14,14490,1.085623,4194.382,4194.382,3.454621,3.454621,52.27326,51.53933,52.27326,51.53933,1,.13,6.17e+07,8.23e+11,1.60e+12,2.38e+11,4.62e+11,3863.57,7498.641
73,"Germany",21,18,"BMW","BMW 5 (518)","BMW","5","Germany","Germany","luxury",1,"BMW",23609,1990,85,1230,5,4,462,169,142.5,10.7,10.7,10.7,10.7,176,11.8,15265,1.031313,4875.313,4875.313,3.131081,3.131081,55.92981,54.96454,55.92981,54.96454,1,.13,6.20e+07,9.17e+11,1.67e+12,2.93e+11,5.35e+11,4727.286,8629.855
74,"Germany",21,18,"BMW","BMW 5 (518)","BMW","5","Germany","Germany","luxury",1,"BMW",29019,1977,85,1230,5,4,462,169,142.5,10.7,10.7,10.7,10.7,176,11.8,16390,1.033443,5362.774,5362.774,3.056254,3.056254,59.82455,62.32269,59.82455,62.32269,1,.13,6.20e+07,9.84e+11,1.68e+12,3.22e+11,5.50e+11,5189.23,8859.128
75,"Germany",21,18,"BMW","BMW 5 (518)","BMW","5","Germany","Germany","luxury",1,"BMW",45977,1754,66,1230,5,4,462,169,142.5,9.8,9.8,9.8,9.8,160,13.9,16640,1.002164,5544.199,5544.199,3.001335,3.001335,63.37811,65.21599,63.37811,65.21599,1,.13,6.18e+07,1.03e+12,1.66e+12,3.42e+11,5.53e+11,5532.229,8937.081
76,"Germany",21,18,"BMW","BMW 5 (518)","BMW","5","Germany","Germany","luxury",1,"BMW",40382,1754,66,1230,5,4,462,169,142.5,9.8,9.8,9.8,9.8,160,13.9,17260,.94749,6029.97,6029.97,2.862369,2.862369,66.10121,67.61767,66.10121,67.61767,1,.13,6.15e+07,1.12e+12,1.74e+12,3.91e+11,6.08e+11,6364.152,9882.88
77,"Germany",21,18,"BMW","BMW 5 (518)","BMW","5","Germany","Germany","luxury",1,"BMW",30203,1754,66,1240,5,4,462,169,142.5,9.8,9.8,9.8,9.8,160,13.9,17980,.9236018,6698.703,6698.703,2.684102,2.684102,68.54105,69.48743,68.54105,69.48743,1,.13,6.14e+07,1.20e+12,1.79e+12,4.45e+11,6.68e+11,7252.805,10876.9
78,"Germany",21,18,"BMW","BMW 5 (518)","BMW","5","Germany","Germany","luxury",1,"BMW",44229,1754,66,1240,5,4,462,169,142.5,9.8,9.8,9.8,9.8,160,13.9,18780,.8970448,7557.981,7557.981,2.484791,2.484791,70.38221,70.28529,70.38221,70.28529,1,.13,6.13e+07,1.28e+12,1.85e+12,5.17e+11,7.44e+11,8425.422,12127.26
79,"Germany",21,18,"BMW","BMW 5 (518)","BMW","5","Germany","Germany","luxury",1,"BMW",46176,1754,66,1240,5,4,462,169,142.5,7.8,10.6,12.6,10.33333,160,14.8,19550,.8651339,8348.803,8348.803,2.341653,2.341653,73.27912,73.6541,73.27912,73.6541,1,.13,6.14e+07,1.39e+12,1.93e+12,5.93e+11,8.23e+11,9650.3,13387.35
80,"Germany",21,18,"BMW","BMW5","BMW","5","Germany","Germany","luxury",1,"BMW",36098,1754,66,1240,5,4,462,169,142.5,7.8,10.6,12.6,10.33333,160,14.8,20300,.8493181,8428.533,8428.533,2.408485,2.408485,77.25112,79.22308,77.25112,79.22308,1,.13,6.15e+07,1.47e+12,1.95e+12,6.11e+11,8.08e+11,9923.883,13122.83
81,"Germany",21,18,"BMW","BMW5","BMW","5","Germany","Germany","luxury",1,"BMW",36246,1766,66,1160,5,4,462,170,141.5,7.4,9.8,11.3,9.5,160,14.8,21350,.8573371,8044.535,8044.535,2.653976,2.653976,82.13725,85.42876,82.13725,85.42876,1,.13,6.17e+07,1.54e+12,1.95e+12,5.79e+11,7.34e+11,9383.165,11902.3
82,"Germany",21,18,"BMW","BMW5","BMW","5","Germany","Germany","luxury",1,"BMW",48337,1766,66,1160,5,4,462,170,141.5,7,9.5,11.1,9.2,164,14,22700,.8811646,8481.304,8481.304,2.676475,2.676475,86.46332,90.44165,86.46332,90.44165,1,.13,6.16e+07,1.59e+12,1.93e+12,5.93e+11,7.20e+11,9625.107,11690.38
83,"Germany",21,18,"BMW","BMW5","BMW","5","Germany","Germany","luxury",1,"BMW",49458,1766,66,1160,5,4,462,170,141.5,7,9.5,11.1,9.2,164,14,24300,.8946877,8857.443,8857.443,2.743455,2.743455,89.29586,91.76338,89.29586,91.76338,1,.13,6.14e+07,1.67e+12,1.96e+12,6.08e+11,7.15e+11,9900.039,11645.04
84,"Germany",21,18,"BMW","BMW5","BMW","5","Germany","Germany","luxury",1,"BMW",43625,1766,77,1140,5,4,462,170,141.5,7.3,9.5,10.9,9.233334,175,12.7,25800,.9014369,8793.921,8793.921,2.933845,2.933845,91.44601,94.41489,91.44601,94.41489,1,.14,6.11e+07,1.75e+12,2.02e+12,5.96e+11,6.87e+11,9755.449,11242.38
85,"Germany",21,18,"BMW","BMW5","BMW","5","Germany","Germany","luxury",1,"BMW",36645,1754,77,1140,5,4,462,170,141.5,6.8,9,10.4,8.733334,164,14,26500,.8847845,9096.005,9096.005,2.913367,2.913367,93.44167,96.71986,93.44167,96.71986,1,.14,6.10e+07,1.83e+12,2.06e+12,6.27e+11,7.08e+11,10280.48,11609.41
86,"Germany",21,18,"BMW","BMW5","BMW","5","Germany","Germany","luxury",1,"BMW",29337,1766,77,1140,5,4,462,170,141.5,6.7,8.7,9.9,8.433333,175,12.6,27750,.8781718,11041.62,11041.62,2.513218,2.513218,93.20992,94.27789,93.20992,94.27789,1,.14,6.10e+07,1.93e+12,2.11e+12,7.67e+11,8.40e+11,12573.42,13762.07
87,"Germany",21,18,"BMW","BMW5","BMW","5","Germany","Germany","luxury",1,"BMW",22263,1754,77,1160,5,4,462,170,141.5,6.1,8,9.9,8,175,12.6,28300,.8682438,12230.81,12230.81,2.313828,2.313828,93.49317,91.93262,93.49317,91.93262,1,.14,6.11e+07,1.99e+12,2.14e+12,8.61e+11,9.25e+11,14086.84,15133.67
88,"Germany",21,18,"BMW","BMW5","BMW","5","Germany","Germany","luxury",1,"BMW",65337,1990,95,1425,5,4,472,175,141,7.5,9.2,13.6,10.1,203,11.9,39200,1.149682,16487.72,16487.72,2.377527,2.377527,94.57468,93.08511,94.57468,93.08511,1,.14,6.14e+07,2.09e+12,2.22e+12,8.81e+11,9.32e+11,14341.12,15175.16
89,"Germany",21,18,"BMW","BMW5","BMW","5","Germany","Germany","luxury",1,"BMW",65337,1976,95,1400,5,4,472,175,141,7.5,9.2,13.6,10.1,203,11.9,40300,1.123492,16963.89,16963.89,2.375635,2.375635,97.37433,96.02676,97.37433,96.02676,1,.14,6.20e+07,2.22e+12,2.30e+12,9.36e+11,9.67e+11,15099.25,15600.02
90,"Germany",21,18,"BMW","BMW5","BMW","5","Germany","Germany","luxury",1,"BMW",82272,2000,110,1425,5,4,472,175,141,9.8,9.8,9.8,9.8,211,10,43800,1.139983,20090.48,20090.48,2.180137,2.180137,100,97.67892,100,97.67892,1,.14,6.32e+07,2.43e+12,2.43e+12,1.11e+12,1.11e+12,17623.5,17623.5
91,"Germany",21,18,"BMW","BMW5","BMW","5","Germany","Germany","luxury",1,"BMW",80877,1991,110,1445,5,4,472,175,141,7.2,8.7,12.9,9.599999,211,10.6,46400,1.300488,20312.58,20312.58,2.284298,2.284298,103.6362,100,103.6362,100,1,.14,8.00e+07,2.85e+12,2.75e+12,1.25e+12,1.20e+12,15619.2,15055.27
